SN,identifier,group_name,fiscal_year_id,date,district_id,rural_municipality_id,ward_no,component_id,sub_component_id,group_type_id,,,,,,,,
1978,B-3-F-3652,Reja Kukhura Palan Krishak Samuha,2078/079,2078-05-20,20,Mukhiyapatti Musaharmiya,1,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1979,A-1-B-3653,Jivan Jyoti Krishak Samuha,2078/079,2078-10-05,22,166,2,Component A,Crop,Others,,,,,,,,
1980,A-1-B-3654,Lali Gurans Krishak Samuha,2078/079,2078-09-23,22,166,2,Component A,Crop,Others,,,,,,,,
1981,A-1-B-3655,Sagarmatha Krishak Samuha 166,2078/079,2078-09-18,22,166,3,Component A,Crop,Others,,,,,,,,
1982,A-1-B-3656,Suryadaya Krishak Samuha 166,2078/079,2078-09-30,22,166,2,Component A,Crop,Others,,,,,,,,
1983,A-1-A-3657,Chandrama Krishak Samuha,2078/079,2078-10-08,22,Rajgadh,4,Component A,Crop,Others,,,,,,,,
1984,A-1-A-3658,Ganga Krishak Samuha,2078/079,2078-10-17,22,Rajgadh,3,Component A,Crop,Others,,,,,,,,
1985,A-1-A-3659,Janaki Krishak Samuha,2078/079,2078-10-11,22,Rajgadh,5,Component A,Crop,Others,,,,,,,,
1986,A-1-A-3660,Manokamana Krishak Samuha,2078/079,2078-10-08,22,Rajgadh,5,Component A,Crop,Others,,,,,,,,
1987,A-1-A-3661,Shiva Krishak Samuha Rajgadh,2078/079,2078-10-11,22,Rajgadh,5,Component A,Crop,Others,,,,,,,,
1988,A-1-B-3662,Ma Jagdamba Krishak Samuha,2078/079,2078-10-18,22,166,5,Component A,Crop,Others,,,,,,,,
1989,A-1-B-3663,Jay Bajarangbali Krishak Samuha Bihsnupur,2078/079,2078-10-11,22,166,5,Component A,Crop,Others,,,,,,,,
1990,A-1-B-3664,Namuna Krishak Samuha 166,2078/079,2078-10-19,22,166,5,Component A,Crop,Others,,,,,,,,
1991,C-5-P-3665,Lapshe Kukhurapalan Krishak Samuha,2078/079,10/30/2078,25,Tamakoshi,3,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1992,C-5-P-3666,Dhadgaun Krishi Utpadak Krishak Samuhaj,2078/079,2078-09-03,25,Tamakoshi,3,Component A,Crop,Others,,,,,,,,
1993,B-3-F-3667,Ganga Nutrition Mother Group,2078/079,2078-05-11,20,Mukhiyapatti Musaharmiya,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1994,B-3-F-3668,Srijna Nutrition Mother Group,2078/079,2078-06-05,20,Mukhiyapatti Musaharmiya,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1995,B-3-F-3669,Jamuna Nutrition Mother Group,2078/079,2078-05-09,20,Mukhiyapatti Musaharmiya,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1996,B-3-F-3671,Gulsan Nutrition Mother Group,2078/079,2078-05-07,20,Mukhiyapatti Musaharmiya,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1997,C-5-P-3672,Japhe Duddha Utpadan Krishak Samuha,2078/079,2078-10-30,25,Tamakoshi,3,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
1998,C-5-P-3673,Kirne Krishi Utpadak Krishak Samuha,2078/079,2078-09-03,25,Tamakoshi,5,Component A,Crop,Others,,,,,,,,
1999,C-5-P-3674,Latteshwori Krishi Utpadak Krishak Samuha,2078/079,2078-09-03,25,Tamakoshi,6,Component A,Crop,Others,,,,,,,,
2000,C-5-P-3675,Setidevi Bakhrapalan palan Krishak Samuha,2078/079,10/29/2078,25,Tamakoshi,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2001,C-5-K-3676,Lapse Krishi Utpadak Krishak Samuha,2078/079,2078-09-04,25,Kalinchok,2,Component A,Crop,Others,,,,,,,,
2002,B-3-E-3677,Mira Kukhura Palan Krishak Samuha,2078/079,2078-05-20,20,Dhanauji ,3,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2003,C-5-P-3678,Pipalbot Bakhrapalan palan Krishak Samuha,2078/079,2077-10-05,25,Tamakoshi,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2004,B-3-E-3679,Ganesh Bakhra Palan Krishak Samuha,2078/079,2078-05-03,20,Dhanauji ,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2005,B-3-E-3680,Parbati Dudh Utpadan Krishak Samuha,2078/079,2078-05-04,20,Dhanauji ,3,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
2006,B-3-F-3681,Sabanam Kukhura Palan Krishak Samuha,2078/079,2078-04-20,20,Mukhiyapatti Musaharmiya,3,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2007,C-5-K-3682,Trisule Krishi Utpadak Krishak Samuha,2078/079,2078-08-26,25,Kalinchok,6,Component A,Crop,Others,,,,,,,,
2008,C-5-P-3684,Indrawoti Bakhrapalan palan Krishak Samuha,2078/079,2077-10-05,25,Tamakoshi,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2009,C-5-P-3685,Dadakharka Bakhrapalan palan Krishak Samuha,2078/079,2077-10-05,25,Tamakoshi,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2010,B-4-G-3686,Pragati Kukhura Palan Krishak Samuha,2078/079,2078-06-14,19,Pipara,2,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2011,C-5-P-3687,Milijuli Bakhrapalan palan Krishak Samuha,2078/079,2077-10-05,25,Tamakoshi,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2012,C-5-P-3688,Unnatisil Bakhrapalan palan Krishak Samuha,2078/079,2077-10-05,25,Tamakoshi,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2013,D-8-W-3689,Annapurnadevi Krishak Samuha,2078/079,2078-09-24,45,Gandaki,४,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2014,A-1-A-3691,Jay BholeNath Krishak Samuha,2078/079,2078-10-20,22,Rajgadh,1,Component A,Crop,Others,,,,,,,,
2015,A-1-A-3692,Narayan Nath Krishak Samuha,2078/079,2078-10-21,22,Rajgadh,1,Component A,Crop,Others,,,,,,,,
2016,A-1-A-3693,Ram Janaki Krishak Samuha Rajgadh Kajara Tole,2078/079,2078-10-02,22,Rajgadh,1,Component A,Crop,Others,,,,,,,,
2017,A-1-A-3694,Aadarsha Kukhura Prabardan Samuha,2078/079,2078-08-27,22,Rajgadh,6,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2018,A-1-A-3695,Baba Dharmaraj Bakhrapalan Samuha,2078/079,2078-08-25,22,Rajgadh,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2019,A-1-A-3696,Chand Tara Kukhurapalan Samuha,2078/079,2078-09-16,22,Rajgadh,6,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2020,A-1-A-3697,Dihabar Baba Bakharapalan Samuha,2078/079,2078-08-21,22,Rajgadh,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2021,A-1-A-3698,Gram Devta Bakhrapalan Samuha,2078/079,2078-08-25,22,Rajgadh,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2022,C-5-P-3699,Tilahar Bakhrapalan palan Krishak Samuha,2078/079,2077-10-05,25,Tamakoshi,4,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2023,A-1-A-3700,Khakhi Baba Bakharapalan Samuha,2078/079,2078-08-21,22,Rajgadh,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2024,A-1-A-3701,NabaJyoti Bakharapalan Samuha,2078/079,2078-08-22,22,Rajgadh,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2025,A-1-A-3702,Purnima Pashupalan Samuha,2078/079,2078-09-05,22,Rajgadh,5,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
2026,C-5-P-3703,Thalari Kukhurapalan Krishak Samuha,2078/079,2077-10-05,25,Tamakoshi,4,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2027,C-5-P-3704,Ratmate Kukhurapalan Krishak Samuha,2078/079,2077-10-05,25,Tamakoshi,4,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2028,D-8-W-3706,Odalkharka Nutrition Group,2078/079,2078-05-21,45,Gandaki,3,Component C,Nutrition,NFS (Nutrition),,,,,,,,
2029,A-2-D-3712,Janaki Pashupalan Samuha,2078/079,2078-08-23,21,Bariyarpatti,3,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2030,D-8-W-3723,Gordi Nutrition Group,2078/079,2078-06-05,45,Gandaki,2,Component C,Nutrition,NFS (Nutrition),,,,,,,,
2031,D-8-W-3724,Hiklung Nutrition Group,2078/079,2078-05-21,45,Gandaki,6,Component C,Nutrition,NFS (Nutrition),,,,,,,,
2032,D-8-W-3725,Thumka Nutrition Group,2078/079,2078-05-21,45,Gandaki,6,Component C,Nutrition,NFS (Nutrition),,,,,,,,
2033,C-6-R-3730,Simpal Krishi Utpadak Krishak Samuha,2078/079,2078-08-28,28,Lisankhu Pakhar,2,Component A,Crop,Others,,,,,,,,
2034,C-6-R-3733,Janakalyan Bakhra Palan Krishak Samuha,2078/079,2078-08-29,28,Lisankhu Pakhar,2,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2035,B-4-H-3734,Chand Nutrition Mother Group,2078/079,,19,Ekdara,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2036,C-6-R-3735,Aalung Bakhra Palan Krishak Samuha,2078/079,2078-08-29,28,Lisankhu Pakhar,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2037,A-1-A-3736,Janakalyan Krishak Samuha Malekhpur,2078/079,2078-10-13,22,Rajgadh,5,Component A,Crop,Others,,,,,,,,
2038,A-1-A-3737,Ma Laxmi Krishak Samuha Malekhpur,2078/079,2078-10-19,22,Rajgadh,5,Component A,Crop,Others,,,,,,,,
2039,A-1-A-3738,Mithila Krishak Samuha,2078/079,2078-10-11,22,Rajgadh,5,Component A,Crop,Others,,,,,,,,
2040,D-7-S-3740,Pipaldanda krishak Samuha,2078/079,2078-09-16,31, ,Benighat Rorang,9,Component A,Livestock,,,,,,,,0
2041,D-7-S-3742,Jamuna Krishak Samuha,2078/079,2078-07-15,31, ,Benighat Rorang,9,Component A,Livestock,,,,,,,,0
2042,D-7-S-3743,Aebang Krishak samuha,2078/079,2078-07-16,31, ,Benighat Rorang,9,Component A,Livestock,,,,,,,,0
2043,D-7-S-3744,Kriyashil Krishak Samuha,2078/079,2078-07-17,31, ,Benighat Rorang,7,Component A,Livestock,,,,,,,,0
2044,D-7-S-3745,Kanyadevi krishak Samuha,2078/079,2078-07-23,31, ,Benighat Rorang,5,Component A,Livestock,,,,,,,,0
2045,D-7-S-3746,Aapkharka krishak samuha,2078/079,2078-06-02,31, ,Benighat Rorang,3,Component A,Livestock,,,,,,,,0
2046,D-7-S-3747,Naulothar Krishak Samuha,2078/079,2078-07-16,31, ,Benighat Rorang,6,Component A,Livestock,,,,,,,,0
2047,D-7-S-3748,Annapurna Livestock krishak Samuha,2078/079,2078-07-28,31, ,Benighat Rorang,9,Component A,Livestock,,,,,,,,0
2048,D-7-S-3749,Milantol Krishak Samuha,2078/079,2078-05-28,31, ,Benighat Rorang,1,Component A,Livestock,,,,,,,,0
2049,D-7-S-3750,Khailing krishak samuha,2078/079,2078-06-04,31, ,Benighat Rorang,1,Component A,Livestock,,,,,,,,0
2050,D-7-S-3751,Sakriya krishak samuha,2078/079,2078-06-03,31, ,Benighat Rorang,4,Component A,Livestock,,,,,,,,0
2051,D-7-S-3752,Deepjyoti krishak samuha,2078/079,2078-06-02,31, ,Benighat Rorang,1,Component A,Livestock,,,,,,,,0
2052,D-7-S-3753,Shankhepipal krishak Samuha,2078/079,2078-07-17,31, ,Benighat Rorang,4,Component A,Livestock,,,,,,,,0
2053,C-6-Q-3754,Suryakotbesi Krishi Utpadak Krishak Samuha,2078/079,2078-09-02,28,Indrawati,5,Component A,Crop,Others,,,,,,,,
2054,A-2-D-3755,Bishmilaha Pashupalan Samuha,2078/079,2078-10-07,21,Bariyarpatti,2,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2055,A-2-D-3756,Roshani Pashupalan Samuha,2078/079,2078-10-06,21,Bariyarpatti,2,Component A,Livestock,Others,,,,,,,,
2056,A-2-D-3757,Sabnam Pashupalan Samuha,2078/079,2078-10-07,21,Bariyarpatti,2,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2057,A-2-D-3758,Mahboob Pashupalan  Samuha,2078/079,2078-10-07,21,Bariyarpatti,2,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2058,A-2-D-3759,Bhawani Pashupalan Samuh,2078/079,2078-10-04,21,Bariyarpatti,2,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2059,A-2-D-3760,Hari Om Pashupalan Krishak Samuha,2078/079,2078-10-04,21,Bariyarpatti,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2060,C-6-R-3763,Madhyapakhar Kukhurapalan Krishak Samuha,2078/079,2078-08-29,28,Lisankhu Pakhar,7,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2061,A-2-D-3765,Sita Pashupalan Samuha,2078/079,2078-09-24,21,Bariyarpatti,3,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2062,C-6-R-3767,Sohrakilo Bakhra Palan Krishak Samuha,2078/079,2078-08-29,28,Lisankhu Pakhar,7,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2063,B-4-H-3769,Annapurna Pashu Palan Krishak Samuha,2077/078,2078-02-10,19,Ekdara,2,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
2064,B-4-H-3770,Maa Sarde Pashu Palan Krishak Samuha,2077/078,2078-03-15,19,Ekdara,4,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
2065,A-2-D-3773,Bhairab Baba Das Gharayasi Poshan Bagaicha Samuha,2078/079,1900-01-15,21,Bariyarpatti,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2066,A-2-D-3774,Gyandeep Gharayasi Poshan Bagaicha Samuha,2078/079,1900-01-16,21,Bariyarpatti,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2067,A-2-D-3775,Aksha Gharayasi Poshan Bagaicha Samuha,2078/079,2078-06-10,21,Bariyarpatti,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2068,A-2-D-3777,kushwaha Gharayasi Poshan Bagaicha Samuha,2078/079,2078-09-06,21,Bariyarpatti,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2069,A-2-D-3778,madina Gharayasi Poshan Bagaicha Samuha,2078/079,2078-09-19,21,Bariyarpatti,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2070,A-2-D-3779,manokamana Gharayasi Poshan Bagaicha Samuha,2078/079,2078-08-24,21,Bariyarpatti,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2071,A-2-D-3780,milijuli Gharayasi Poshan Bagaicha Samuha,2078/079,2078-10-06,21,Bariyarpatti,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2072,A-2-D-3781,om Gharayasi Poshan Bagaicha Samuha,2078/079,2078-09-21,21,Bariyarpatti,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2073,A-2-D-3782,Raktamala Gharayasi Poshan Bagaicha Samuha,2078/079,2078-09-18,21,Bariyarpatti,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2074,C-6-R-3784,Pipalbot Kukhura Palan Krishak Samuha,2078/079,2078-08-29,28,Lisankhu Pakhar,1,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2075,A-2-D-3786,Tulsidas Gharayasi Poshan Bagaicha Samuha,2078/079,2078-09-12,21,Bariyarpatti,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2076,A-2-D-3788,Gaiya Baba Das Gharayasi Poshan Bagaicha Samuha,2078/079,1900-01-16,21,Bariyarpatti,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2077,A-2-D-3789,Gita Gyan Das Gharayasi Poshan Bagaicha Samuha,2078/079,1900-01-23,21,Bariyarpatti,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2078,C-6-R-3790,Local Bakhra Palan Krishak Samuha,2078/079,2078-08-29,28,Lisankhu Pakhar,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2079,C-6-R-3791,Jaleswori Bakhra Palan Krishak Samuha,2078/079,2078-08-29,28,Lisankhu Pakhar,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2080,A-2-C-3792,Bhagwati Dairy Pashupalan Krishak Samuha,2078/079,2078-08-28,21,164,1,Component A,Livestock,Others,,,,,,,,
2081,C-6-R-3793,Sansari Kukhurapalan Krishak Samuha,2078/079,2078-08-29,28,Lisankhu Pakhar,5,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2082,A-2-C-3794,Janaki Bakhra Prabardan Krishak Samuha,2078/079,2078-10-23,21,164,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2083,A-2-C-3795,Kundalpur Dairy Prabardan Krishak Samuha,2078/079,2078-08-26,21,164,1,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
2084,A-2-C-3796,Salhesh Bakhra Prabardahan Krishak Samuha,2078/079,2078-08-12,21,164,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2085,A-2-C-3797,Maa Rajdevi Dairy Prabardhan Krishak Samuha,2078/079,2078-08-24,21,164,1,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
2086,A-2-C-3798,Braham Baba Dairy Prabardhan Krishak Samuha,2078/079,2078-08-25,21,164,1,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
2087,A-2-C-3799,Maa Durga Bakhrapalan Krishak Samuha,2078/079,2078-09-22,21,164,1,Component A,Livestock,FFS (Goat),,,,,,,,
2088,A-2-C-3802,Radha Krishana Bakhra Prabardhan Krishak Samuha,2078/079,2078-09-15,21,164,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2089,C-6-R-3803,Melijuli Bakhra Palan Krishak Samuha,2078/079,2078-08-29,28,Lisankhu Pakhar,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2090,C-6-R-3804,Janjagaran Bakhra Palan Krishak Samuha,2078/079,2078-08-29,28,Lisankhu Pakhar,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2091,C-5-P-3805,Majhgau Kukhura Palan Krishak Samuha,2078/079,2078-10-05,25,Tamakoshi,1,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2092,B-4-G-3806,Sankatmochan Bakhra Palan Krishak Pathshala Samuha,2077/078,2022-02-07,19,Pipara,2,Component A,Livestock,FFS (Goat),,,,,,,,
2093,C-5-P-3808,Budidevi kukhurapalan krishak samuha,2078/079,2078-10-05,25,Tamakoshi,1,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2094,C-5-P-3810,Bhumethan kukhurapalan krishak samuha,2078/079,1900-01-15,25,Tamakoshi,1,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2095,A-2-C-3813,Bhawani Gharayasi Poshan Bagaicha Samuha,2078/079,2078-09-07,21,164,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2096,A-2-C-3814,Chameli  Gharayasi Poshan Bagaicha Samuha,2078/079,2078-09-20,21,164,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2097,A-2-C-3816,Jambi Mai Gharayasi Posan Bagaicha Samuh,2078/079,2078-08-29,21,164,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2098,A-2-C-3817,Mahima Gharayasi Posan Bagaicha Samuh,2078/079,2078-09-11,21,164,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2099,D-8-W-3820,Suunaaulo Nutrition Group,2078/079,,45,Gandaki,3,Component C,Nutrition,NFS (Nutrition),,,,,,,,
2100,C-5-P-3822,Milanchaur Bakhrapalan palan Krishak Samuha,2078/079,2078-10-05,25,Tamakoshi,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2101,C-5-K-3823,Gurase kukhura palan group,2078/079,2078-09-15,25,Kalinchok,9,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2102,C-5-K-3824,Ghateri bakhara palan krishak samuha,2078/079,2078-08-24,25,Kalinchok,7,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2103,C-5-K-3826,Chandeshwori bakhara palan Krishak Samuha,2078/079,2078-09-15,25,Kalinchok,7,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2104,C-5-K-3828,Dhudpokhari kukhura palankrishak Samuha,2078/079,2078-08-29,25,Kalinchok,6,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2105,C-5-K-3829,Kalinchok bakhara palan Krishak Samuha,2078/079,2078-08-15,25,Kalinchok,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2106,C-5-K-3830,Ujayalo bakhara palan Krishak Samuha,2078/079,2078-08-26,25,Kalinchok,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2107,C-5-K-3831,Jaleshwori gaibhaisi palan Krishak Samuha,2078/079,2078-10-19,25,Kalinchok,9,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
2108,C-5-K-3832,Chamatkar gaibhaisi palan Krishak Samuha,2078/079,2078-09-16,25,Kalinchok,8,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
2109,A-2-C-3833,shanti Gharayasi Posan Bagaicha Samuh,2078/079,2078-09-19,21,164,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2110,C-5-K-3834,Shitka bakhara palan krishak samuha,2078/079,2078-08-24,25,Kalinchok,7,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2111,A-2-C-3836,Nabita Gharayasi Posan Bagaicha Samuh,2078/079,2078-09-23,21,164,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2112,A-1-B-3837,Raj Bakhra Prabardhan Samuha,2078/079,2078-09-28,22,166,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2113,A-2-C-3840,Dihibaar  Gharayasi Posan Bagaicha Samuh,2078/079,2078-09-08,21,164,3,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2114,C-6-Q-3842,aaselukharka bakhrapalan krishak samuha,2078/079,2078-09-03,28,Indrawati,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2115,A-2-C-3844,Tulasi  Gharayasi Posan Bagaicha Samuh,2078/079,2078-09-09,21,164,4,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2116,C-6-Q-3845,Chandradebi bakhrapalan krishak samuha,2078/079,2078-09-04,28,Indrawati,4,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2117,C-6-Q-3851,25 bhimsen dugdha utpadan krishak samuha,2078/079,2078-09-04,28,Indrawati,3,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
2118,C-6-Q-3854,Dumindanda Kukura palan krishak Samuh,2078/079,2078-09-05,28,Indrawati,7,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2119,C-6-Q-3862,kudare Bakhrapal Krishak samuha,2078/079,2078-09-04,28,Indrawati,2,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2120,C-6-Q-3867,Lalupate bakrapaln Krishak samuha,2078/079,2078-09-04,28,Indrawati,2,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2121,C-6-Q-3868,mahankal bakhrapalan krishak samuha,2078/079,2078-09-03,28,Indrawati,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2122,C-6-Q-3869,Majhaghar Kukhura Palan Krishak Samuh,2078/079,2022-02-08,28,Indrawati,9,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2123,C-6-Q-3870,Mathlo Gahate Kukhura Palan Krishak Samuh,2078/079,2022-02-08,28,Indrawati,8,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2124,C-6-Q-3871,Panchakanya Debi kukhura palan krishak samuh,2078/079,2022-02-08,28,Indrawati,6,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2125,C-6-Q-3872,salle kukhurapalan krishak samuha,2078/079,2078-09-03,28,Indrawati,6,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2126,C-6-Q-3873,Setidevi Dugdh utpadan krishak samuh,2078/079,2022-02-08,28,Indrawati,8,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
2127,C-6-Q-3874,Singhadebevi bakhrapalan krishak samuha,2078/079,2022-02-08,28,Indrawati,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2128,C-6-Q-3876,Suryadaya kukhura palan krishak Samuh,2078/079,2078-09-05,28,Indrawati,6,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2129,C-6-Q-3877,Namobudda bakhrapalan krishak samuha,2078/079,2078-09-05,28,Indrawati,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2130,A-1-B-3878,Shree Laligurash Bakhra Krishak Pathshala Samuha,2078/079,2078-09-10,22,166,5,Component A,Livestock,FFS (Goat),,,,,,,,
2131,C-6-Q-3881,chhapdada kukhurapalan krishak samuha,2078/079,2078-09-04,28,Indrawati,9,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2132,B-4-H-3882,Chand Crop Production Group,2077/078,2077-04-29,19,Ekdara,5,Component A,Crop,Others,,,,,,,,
2133,A-1-A-3883,Jai Dihibaar Baba Pashupalan Samuha Rajgadh,2078/079,2078-07-29,22,Rajgadh,1,Component A,Livestock,Others,,,,,,,,
2134,C-6-Q-3884,Panchkanya dugdha utpadan krishak samuha,2078/079,2078-09-02,28,Indrawati,5,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
2135,C-5-K-3885,Haleshwori bakhara palan group,2078/079,2078-08-23,25,Kalinchok,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2136,C-5-K-3886,Sunakhari bakhara palan group,2078/079,2078-08-25,25,Kalinchok,9,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2137,C-5-K-3887,Pahare Kukhura palan group,2078/079,2078-09-15,25,Kalinchok,9,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
2138,C-5-P-3904,Gairigaun Krishi Utpadak Krishak Samuha,2078/079,2078-10-10,25,Tamakoshi,4,Component A,Crop,Others,,,,,,,,
2139,A-1-A-3905,Jai Baba Dharmaraj Pashupalan Samuha,2078/079,2078-08-27,22,Rajgadh,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
2140,A-1-A-3906,Ma Kamleshwari Krishak Samuha,2078/079,2078-10-25,22,Rajgadh,1,Component A,Crop,Others,,,,,,,,
2141,C-6-Q-3942,Pokhare Krishi Utpadak Krishak Samuha,2078/079,2078-10-12,28,Indrawati,7,Component A,Crop,Others,,,,,,,,
2142,A-1-A-3943,Rabidas Krishak Samuha,2078/079,2078-10-19,22,Rajgadh,5,Component A,Crop,Others,,,,,,,,
2143,C-5-K-3944,Banchare Poshan Samuha,2078/079,2078-09-24,25,Kalinchok,4,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2144,C-5-K-3946,Golmadevi Poshan Samuha,2078/079,2078-08-25,25,Kalinchok,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
2145,C-5-K-3948,Himali Poshan Samuha,2078/079,2078-08-26,25,Kalinchok,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
